8-hour-bayer-650mg-tablet-extended-release|8-Hour Bayer 650mg Tablet, Extended Release|Aspirin|8-Hour Bayer|Tablet, Extended Release|650mg
neurontin-800mg-tablet|Neurontin 800mg Tablet|Gabapentin|Neurontin|Tablet|800mg
neutrexin-eq-200mg-base-vial-injectable|Neutrexin EQ 200mg BASE/VIAL Injectable|Trimetrexate Glucuronate|Neutrexin|Injectable|EQ 200mg BASE/VIAL
neutrexin-eq-25mg-base-vial-injectable|Neutrexin EQ 25mg BASE/VIAL Injectable|Trimetrexate Glucuronate|Neutrexin|Injectable|EQ 25mg BASE/VIAL
nevanac-0-1-suspension-drops|Nevanac 0.1% Suspension/Drops|Nepafenac|Nevanac|Suspension/Drops|0.1%
nevirapine-100mg-tablet-extended-release|Nevirapine 100mg Tablet, Extended Release|Nevirapine||Tablet, Extended Release|100mg
nevirapine-200mg-tablet|Nevirapine 200mg Tablet|Nevirapine||Tablet|200mg
nevirapine-400mg-tablet-extended-release|Nevirapine 400mg Tablet, Extended Release|Nevirapine||Tablet, Extended Release|400mg
nevirapine-50mg-5ml-suspension|Nevirapine 50mg/5mL Suspension|Nevirapine||Suspension|50mg/5mL
nexavar-eq-200mg-base-tablet|Nexavar EQ 200mg BASE Tablet|Sorafenib Tosylate|Nexavar|Tablet|EQ 200mg BASE
nexcede-12-5mg-film|Nexcede 12.5mg Film|Ketoprofen|Nexcede|Film|12.5mg
nexesta-fe-0-035mg-0-4mg-tablet|Nexesta Fe 0.035mg / 0.4mg Tablet|Ethinyl Estradiol / Norethindrone|Nexesta Fe|Tablet|0.035mg / 0.4mg
nexiclon-xr-eq-0-17mg-base-tablet-extended-release|Nexiclon Xr EQ 0.17mg BASE Tablet, Extended Release|Clonidine|Nexiclon Xr|Tablet, Extended Release|EQ 0.17mg BASE
nexiclon-xr-eq-0-26mg-base-tablet-extended-release|Nexiclon Xr EQ 0.26mg BASE Tablet, Extended Release|Clonidine|Nexiclon Xr|Tablet, Extended Release|EQ 0.26mg BASE
nexium-24hr-eq-20mg-base-capsule-delayed-release|Nexium 24hr EQ 20mg BASE Capsule, Delayed Release|Esomeprazole Magnesium|Nexium 24hr|Capsule, Delayed Release|EQ 20mg BASE
nexium-24hr-eq-20mg-base-tablet-delayed-release|Nexium 24hr EQ 20mg BASE Tablet, Delayed Release|Esomeprazole Magnesium|Nexium 24hr|Tablet, Delayed Release|EQ 20mg BASE
nexium-eq-10mg-base-packet-for-suspension-delayed-release|Nexium EQ 10mg BASE/PACKET For Suspension, Delayed Release|Esomeprazole Magnesium|Nexium|For Suspension, Delayed Release|EQ 10mg BASE/PACKET
nexium-eq-2-5mg-base-packet-for-suspension-delayed-release|Nexium EQ 2.5mg BASE/PACKET For Suspension, Delayed Release|Esomeprazole Magnesium|Nexium|For Suspension, Delayed Release|EQ 2.5mg BASE/PACKET
nexium-eq-20mg-base-capsule-delayed-rel-pellets|Nexium EQ 20mg BASE Capsule, Delayed Rel Pellets|Esomeprazole Magnesium|Nexium|Capsule, Delayed Rel Pellets|EQ 20mg BASE
nexium-eq-20mg-base-packet-for-suspension-delayed-release|Nexium EQ 20mg BASE/PACKET For Suspension, Delayed Release|Esomeprazole Magnesium|Nexium|For Suspension, Delayed Release|EQ 20mg BASE/PACKET
nexium-eq-40mg-base-capsule-delayed-rel-pellets|Nexium EQ 40mg BASE Capsule, Delayed Rel Pellets|Esomeprazole Magnesium|Nexium|Capsule, Delayed Rel Pellets|EQ 40mg BASE
nexium-eq-40mg-base-packet-for-suspension-delayed-release|Nexium EQ 40mg BASE/PACKET For Suspension, Delayed Release|Esomeprazole Magnesium|Nexium|For Suspension, Delayed Release|EQ 40mg BASE/PACKET
nexium-eq-5mg-base-packet-for-suspension-delayed-release|Nexium EQ 5mg BASE/PACKET For Suspension, Delayed Release|Esomeprazole Magnesium|Nexium|For Suspension, Delayed Release|EQ 5mg BASE/PACKET
nexium-iv-eq-20mg-base-vial-federal-register-determination-that-product-was-not-|Nexium Iv EQ 20mg BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Injectable|Esomeprazole Sodium|Nexium Iv|Injectable|EQ 20mg BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nexium-iv-eq-40mg-base-vial-federal-register-determination-that-product-was-not-|Nexium Iv EQ 40mg BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Injectable|Esomeprazole Sodium|Nexium Iv|Injectable|EQ 40mg BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nexletol-180mg-tablet|Nexletol 180mg Tablet|Bempedoic Acid|Nexletol|Tablet|180mg
nexlizet-180mg-10mg-tablet|Nexlizet 180mg / 10mg Tablet|Bempedoic Acid / Ezetimibe|Nexlizet|Tablet|180mg / 10mg
nexobrid-8-8-gel|Nexobrid 8.8% Gel|Anacaulase-Bcdb|Nexobrid|Gel|8.8%
nexplanon-68mg-implant-implant|Nexplanon 68mg/IMPLANT Implant|Etonogestrel|Nexplanon|Implant|68mg/IMPLANT
nexterone-150mg-100ml-1-5mg-ml-injectable|Nexterone 150mg/100mL (1.5mg/mL) Injectable|Amiodarone Hydrochloride|Nexterone|Injectable|150mg/100mL (1.5mg/mL)
nexterone-360mg-200ml-1-8mg-ml-injectable|Nexterone 360mg/200mL (1.8mg/mL) Injectable|Amiodarone Hydrochloride|Nexterone|Injectable|360mg/200mL (1.8mg/mL)
nexterone-50mg-ml-federal-register-determination-that-product-was-not-discontinu|Nexterone 50mg/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Injectable|Amiodarone Hydrochloride|Nexterone|Injectable|50mg/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nextstellis-3mg-14-2mg-tablet|Nextstellis 3mg / 14.2mg Tablet|Drospirenone / Estetrol|Nextstellis|Tablet|3mg / 14.2mg
nexviazyme-100mg-injectable|Nexviazyme 100mg Injectable|Avalglucosidase Alfa-Ngpt|Nexviazyme|Injectable|100mg
ngenla-24mg-injectable|Ngenla 24mg Injectable|Somatrogon-Ghla|Ngenla|Injectable|24mg
ngenla-60mg-injectable|Ngenla 60mg Injectable|Somatrogon-Ghla|Ngenla|Injectable|60mg
niacin-1gm-tablet-extended-release|Niacin 1GM Tablet, Extended Release|Niacin||Tablet, Extended Release|1GM
niacin-500mg-tablet|Niacin 500mg Tablet|Niacin||Tablet|500mg
niacin-500mg-tablet-extended-release|Niacin 500mg Tablet, Extended Release|Niacin||Tablet, Extended Release|500mg
niacin-750mg-tablet-extended-release|Niacin 750mg Tablet, Extended Release|Niacin||Tablet, Extended Release|750mg
niacor-500mg-tablet|Niacor 500mg Tablet|Niacin|Niacor|Tablet|500mg
niaspan-1gm-federal-register-determination-that-product-was-not-discontinued-or-|Niaspan 1GM **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Extended Release|Niacin|Niaspan|Tablet, Extended Release|1GM **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
niaspan-375mg-tablet-extended-release|Niaspan 375mg Tablet, Extended Release|Niacin|Niaspan|Tablet, Extended Release|375mg
niaspan-500mg-federal-register-determination-that-product-was-not-discontinued-o|Niaspan 500mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Extended Release|Niacin|Niaspan|Tablet, Extended Release|500mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
niaspan-750mg-federal-register-determination-that-product-was-not-discontinued-o|Niaspan 750mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Extended Release|Niacin|Niaspan|Tablet, Extended Release|750mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
niaspan-titration-starter-pack-375mg-tablet-extended-release|Niaspan Titration Starter Pack 375mg Tablet, Extended Release|Niacin|Niaspan Titration Starter Pack|Tablet, Extended Release|375mg
nicardipine-hydrochloride-20mg-capsule|Nicardipine Hydrochloride 20mg Capsule|Nicardipine Hydrochloride||Capsule|20mg
nicardipine-hydrochloride-25mg-10ml-2-5mg-ml-injectable|Nicardipine Hydrochloride 25mg/10mL (2.5mg/mL) Injectable|Nicardipine Hydrochloride||Injectable|25mg/10mL (2.5mg/mL)
nicardipine-hydrochloride-30mg-capsule|Nicardipine Hydrochloride 30mg Capsule|Nicardipine Hydrochloride||Capsule|30mg
nicardipine-hydrochloride-in-0-83-sodium-chloride-40mg-200ml-0-2mg-ml-injectable|Nicardipine Hydrochloride in 0.83% Sodium Chloride 40mg/200mL (0.2mg/mL) Injectable|Nicardipine Hydrochloride|Nicardipine Hydrochloride in 0.83% Sodium Chloride|Injectable|40mg/200mL (0.2mg/mL)
nicardipine-hydrochloride-in-0-86-sodium-chloride-20mg-200ml-0-1mg-ml-injectable|Nicardipine Hydrochloride in 0.86% Sodium Chloride 20mg/200mL (0.1mg/mL) Injectable|Nicardipine Hydrochloride|Nicardipine Hydrochloride in 0.86% Sodium Chloride|Injectable|20mg/200mL (0.1mg/mL)
nicardipine-hydrochloride-in-0-9-sodium-chloride-20mg-200ml-0-1mg-ml-injectable|Nicardipine Hydrochloride in 0.9% Sodium Chloride 20mg/200mL (0.1mg/mL) Injectable|Nicardipine Hydrochloride|Nicardipine Hydrochloride in 0.9% Sodium Chloride|Injectable|20mg/200mL (0.1mg/mL)
nicardipine-hydrochloride-in-0-9-sodium-chloride-40mg-200ml-0-2mg-ml-injectable|Nicardipine Hydrochloride in 0.9% Sodium Chloride 40mg/200mL (0.2mg/mL) Injectable|Nicardipine Hydrochloride|Nicardipine Hydrochloride in 0.9% Sodium Chloride|Injectable|40mg/200mL (0.2mg/mL)
niclocide-500mg-tablet-chewable|Niclocide 500mg Tablet, Chewable|Niclosamide|Niclocide|Tablet, Chewable|500mg
nicoderm-cq-14mg-24hr-film-extended-release|Nicoderm Cq 14mg/24HR Film, Extended Release|Nicotine|Nicoderm Cq|Film, Extended Release|14mg/24HR
nicoderm-cq-21mg-24hr-film-extended-release|Nicoderm Cq 21mg/24HR Film, Extended Release|Nicotine|Nicoderm Cq|Film, Extended Release|21mg/24HR
nicoderm-cq-7mg-24hr-film-extended-release|Nicoderm Cq 7mg/24HR Film, Extended Release|Nicotine|Nicoderm Cq|Film, Extended Release|7mg/24HR
nicolar-500mg-tablet|Nicolar 500mg Tablet|Niacin|Nicolar|Tablet|500mg
nicorette-mint-eq-2mg-base-gum-chewing|Nicorette (mint) EQ 2mg BASE Gum, Chewing|Nicotine Polacrilex|Nicorette (mint)|Gum, Chewing|EQ 2mg BASE
nicorette-mint-eq-4mg-base-gum-chewing|Nicorette (mint) EQ 4mg BASE Gum, Chewing|Nicotine Polacrilex|Nicorette (mint)|Gum, Chewing|EQ 4mg BASE
nicorette-eq-2mg-base-gum-chewing|Nicorette EQ 2mg BASE Gum, Chewing|Nicotine Polacrilex|Nicorette|Gum, Chewing|EQ 2mg BASE
nicorette-eq-2mg-base-troche-lozenge|Nicorette EQ 2mg BASE Troche/Lozenge|Nicotine Polacrilex|Nicorette|Troche/Lozenge|EQ 2mg BASE
nicorette-eq-4mg-base-gum-chewing|Nicorette EQ 4mg BASE Gum, Chewing|Nicotine Polacrilex|Nicorette|Gum, Chewing|EQ 4mg BASE
nicorette-eq-4mg-base-troche-lozenge|Nicorette EQ 4mg BASE Troche/Lozenge|Nicotine Polacrilex|Nicorette|Troche/Lozenge|EQ 4mg BASE
nicotine-14mg-24hr-film-extended-release|Nicotine 14mg/24HR Film, Extended Release|Nicotine||Film, Extended Release|14mg/24HR
nicotine-21mg-24hr-film-extended-release|Nicotine 21mg/24HR Film, Extended Release|Nicotine||Film, Extended Release|21mg/24HR
nicotine-7mg-24hr-film-extended-release|Nicotine 7mg/24HR Film, Extended Release|Nicotine||Film, Extended Release|7mg/24HR
nicotine-polacrilex-eq-2mg-base-gum-chewing|Nicotine Polacrilex EQ 2mg BASE Gum, Chewing|Nicotine Polacrilex||Gum, Chewing|EQ 2mg BASE
nicotine-polacrilex-eq-2mg-base-troche-lozenge|Nicotine Polacrilex EQ 2mg BASE Troche/Lozenge|Nicotine Polacrilex||Troche/Lozenge|EQ 2mg BASE
nicotine-polacrilex-eq-4mg-base-gum-chewing|Nicotine Polacrilex EQ 4mg BASE Gum, Chewing|Nicotine Polacrilex||Gum, Chewing|EQ 4mg BASE
nicotine-polacrilex-eq-4mg-base-troche-lozenge|Nicotine Polacrilex EQ 4mg BASE Troche/Lozenge|Nicotine Polacrilex||Troche/Lozenge|EQ 4mg BASE
nicotrol-0-5mg-spray-spray-metered|Nicotrol 0.5mg/SPRAY Spray, Metered|Nicotine|Nicotrol|Spray, Metered|0.5mg/SPRAY
nicotrol-15mg-16hr-film-extended-release|Nicotrol 15mg/16HR Film, Extended Release|Nicotine|Nicotrol|Film, Extended Release|15mg/16HR
nicotrol-4mg-cartridge-inhalant|Nicotrol 4mg/CARTRIDGE Inhalant|Nicotine|Nicotrol|Inhalant|4mg/CARTRIDGE
nifedipine-10mg-capsule|Nifedipine 10mg Capsule|Nifedipine||Capsule|10mg
nifedipine-20mg-capsule|Nifedipine 20mg Capsule|Nifedipine||Capsule|20mg
nifedipine-30mg-tablet-extended-release|Nifedipine 30mg Tablet, Extended Release|Nifedipine||Tablet, Extended Release|30mg
nifedipine-60mg-tablet-extended-release|Nifedipine 60mg Tablet, Extended Release|Nifedipine||Tablet, Extended Release|60mg
nifedipine-90mg-tablet-extended-release|Nifedipine 90mg Tablet, Extended Release|Nifedipine||Tablet, Extended Release|90mg
nikita-eq-1mg-base-tablet|Nikita EQ 1mg BASE Tablet|Pitavastatin Sodium|Nikita|Tablet|EQ 1mg BASE
nikita-eq-2mg-base-tablet|Nikita EQ 2mg BASE Tablet|Pitavastatin Sodium|Nikita|Tablet|EQ 2mg BASE
nikita-eq-4mg-base-tablet|Nikita EQ 4mg BASE Tablet|Pitavastatin Sodium|Nikita|Tablet|EQ 4mg BASE
nikki-3mg-0-02mg-tablet|Nikki 3mg / 0.02mg Tablet|Drospirenone / Ethinyl Estradiol|Nikki|Tablet|3mg / 0.02mg
niktimvo-50-mg-ml-injectable|Niktimvo 50 mg/mL Injectable|Axatilimab-Csfr|Niktimvo|Injectable|50 mg/mL
nilandron-150mg-tablet|Nilandron 150mg Tablet|Nilutamide|Nilandron|Tablet|150mg
nilandron-50mg-tablet|Nilandron 50mg Tablet|Nilutamide|Nilandron|Tablet|50mg
nilotinib-d-tartrate-eq-150mg-base-capsule|Nilotinib D-Tartrate EQ 150mg BASE Capsule|Nilotinib D-Tartrate||Capsule|EQ 150mg BASE
nilotinib-d-tartrate-eq-200mg-base-capsule|Nilotinib D-Tartrate EQ 200mg BASE Capsule|Nilotinib D-Tartrate||Capsule|EQ 200mg BASE
nilotinib-d-tartrate-eq-50mg-base-capsule|Nilotinib D-Tartrate EQ 50mg BASE Capsule|Nilotinib D-Tartrate||Capsule|EQ 50mg BASE
nilotinib-hydrochloride-eq-150mg-base-capsule|Nilotinib Hydrochloride EQ 150mg BASE Capsule|Nilotinib Hydrochloride||Capsule|EQ 150mg BASE
nilotinib-hydrochloride-eq-200mg-base-capsule|Nilotinib Hydrochloride EQ 200mg BASE Capsule|Nilotinib Hydrochloride||Capsule|EQ 200mg BASE
nilotinib-hydrochloride-eq-50mg-base-capsule|Nilotinib Hydrochloride EQ 50mg BASE Capsule|Nilotinib Hydrochloride||Capsule|EQ 50mg BASE
nilstat-100-federal-register-determination-that-product-was-not-discontinued-or-|Nilstat 100% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Powder|Nystatin|Nilstat|Powder|100% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nilstat-100-000-units-tablet|Nilstat 100,000 UNITS Tablet|Nystatin|Nilstat|Tablet|100,000 UNITS
nilstat-100-000-units-gm-cream|Nilstat 100,000 UNITS/GM Cream|Nystatin|Nilstat|Cream|100,000 UNITS/GM
nilstat-100-000-units-gm-ointment|Nilstat 100,000 UNITS/GM Ointment|Nystatin|Nilstat|Ointment|100,000 UNITS/GM
nilstat-100-000-units-ml-suspension|Nilstat 100,000 UNITS/mL Suspension|Nystatin|Nilstat|Suspension|100,000 UNITS/mL
nilstat-500-000-units-tablet|Nilstat 500,000 UNITS Tablet|Nystatin|Nilstat|Tablet|500,000 UNITS
nilutamide-150mg-tablet|Nilutamide 150mg Tablet|Nilutamide||Tablet|150mg
nimbex-eq-2mg-base-ml-federal-register-determination-that-product-was-not-discon|Nimbex EQ 2mg BASE/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Injectable|Cisatracurium Besylate|Nimbex|Injectable|EQ 2mg BASE/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nimbex-preservative-free-eq-10mg-base-ml-federal-register-determination-that-pro|Nimbex Preservative Free EQ 10mg BASE/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Injectable|Cisatracurium Besylate|Nimbex Preservative Free|Injectable|EQ 10mg BASE/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nimbex-preservative-free-eq-2mg-base-ml-federal-register-determination-that-prod|Nimbex Preservative Free EQ 2mg BASE/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Injectable|Cisatracurium Besylate|Nimbex Preservative Free|Injectable|EQ 2mg BASE/mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nimodipine-30mg-capsule|Nimodipine 30mg Capsule|Nimodipine||Capsule|30mg
nimodipine-3mg-ml-solution|Nimodipine 3mg/mL Solution|Nimodipine||Solution|3mg/mL
nimodipine-6mg-ml-solution|Nimodipine 6mg/mL Solution|Nimodipine||Solution|6mg/mL
nimotop-30mg-federal-register-determination-that-product-was-not-discontinued-or|Nimotop 30mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule|Nimodipine|Nimotop|Capsule|30mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
ninlaro-eq-2-3mg-base-capsule|Ninlaro EQ 2.3mg BASE Capsule|Ixazomib Citrate|Ninlaro|Capsule|EQ 2.3mg BASE
ninlaro-eq-3mg-base-capsule|Ninlaro EQ 3mg BASE Capsule|Ixazomib Citrate|Ninlaro|Capsule|EQ 3mg BASE
ninlaro-eq-4mg-base-capsule|Ninlaro EQ 4mg BASE Capsule|Ixazomib Citrate|Ninlaro|Capsule|EQ 4mg BASE
nintedanib-esylate-eq-100mg-base-capsule|Nintedanib Esylate EQ 100mg BASE Capsule|Nintedanib Esylate||Capsule|EQ 100mg BASE
nintedanib-esylate-eq-150mg-base-capsule|Nintedanib Esylate EQ 150mg BASE Capsule|Nintedanib Esylate||Capsule|EQ 150mg BASE
nipent-10mg-vial-injectable|Nipent 10mg/VIAL Injectable|Pentostatin|Nipent|Injectable|10mg/VIAL
nipride-50mg-vial-injectable|Nipride 50mg/VIAL Injectable|Sodium Nitroprusside|Nipride|Injectable|50mg/VIAL
nipride-rtu-in-sodium-chloride-0-9-10mg-50ml-0-2mg-ml-federal-register-determina|Nipride Rtu in Sodium Chloride 0.9% 10mg/50mL (0.2mg/mL) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Solution|Sodium Nitroprusside|Nipride Rtu in Sodium Chloride 0.9%|Solution|10mg/50mL (0.2mg/mL) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nipride-rtu-in-sodium-chloride-0-9-20mg-100ml-0-2mg-ml-solution|Nipride Rtu in Sodium Chloride 0.9% 20mg/100mL (0.2mg/mL) Solution|Sodium Nitroprusside|Nipride Rtu in Sodium Chloride 0.9%|Solution|20mg/100mL (0.2mg/mL)
nipride-rtu-in-sodium-chloride-0-9-50mg-100ml-0-5mg-ml-solution|Nipride Rtu in Sodium Chloride 0.9% 50mg/100mL (0.5mg/mL) Solution|Sodium Nitroprusside|Nipride Rtu in Sodium Chloride 0.9%|Solution|50mg/100mL (0.5mg/mL)
niravam-0-25mg-federal-register-determination-that-product-was-not-discontinued-|Niravam 0.25mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Alprazolam|Niravam|Tablet, Orally Disintegrating|0.25mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
niravam-0-5mg-federal-register-determination-that-product-was-not-discontinued-o|Niravam 0.5mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Alprazolam|Niravam|Tablet, Orally Disintegrating|0.5mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
niravam-1mg-federal-register-determination-that-product-was-not-discontinued-or-|Niravam 1mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Alprazolam|Niravam|Tablet, Orally Disintegrating|1mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
niravam-2mg-federal-register-determination-that-product-was-not-discontinued-or-|Niravam 2mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Alprazolam|Niravam|Tablet, Orally Disintegrating|2mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
nisoldipine-17mg-tablet-extended-release|Nisoldipine 17mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|17mg
nisoldipine-20mg-tablet-extended-release|Nisoldipine 20mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|20mg
nisoldipine-25-5mg-tablet-extended-release|Nisoldipine 25.5mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|25.5mg
nisoldipine-30mg-tablet-extended-release|Nisoldipine 30mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|30mg
nisoldipine-34mg-tablet-extended-release|Nisoldipine 34mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|34mg
nisoldipine-40mg-tablet-extended-release|Nisoldipine 40mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|40mg
nisoldipine-8-5mg-tablet-extended-release|Nisoldipine 8.5mg Tablet, Extended Release|Nisoldipine||Tablet, Extended Release|8.5mg
nitazoxanide-500mg-tablet|Nitazoxanide 500mg Tablet|Nitazoxanide||Tablet|500mg
nithiodote-300mg-10ml-30mg-ml-n-a-n-a-12-5gm-50ml-250mg-ml-solution-solution|Nithiodote 300mg/10mL(30mg/mL),N/A / N/A,12.5GM/50mL(250mg/mL) Solution, Solution|Sodium Nitrite / Sodium Thiosulfate|Nithiodote|Solution, Solution|300mg/10mL(30mg/mL),N/A / N/A,12.5GM/50mL(250mg/mL)
nitisinone-10mg-capsule|Nitisinone 10mg Capsule|Nitisinone||Capsule|10mg
nitisinone-20mg-capsule|Nitisinone 20mg Capsule|Nitisinone||Capsule|20mg
nitisinone-2mg-capsule|Nitisinone 2mg Capsule|Nitisinone||Capsule|2mg
nitisinone-5mg-capsule|Nitisinone 5mg Capsule|Nitisinone||Capsule|5mg
nitro-iv-5mg-ml-injectable|Nitro Iv 5mg/mL Injectable|Nitroglycerin|Nitro Iv|Injectable|5mg/mL
nitro-bid-10mg-ml-injectable|Nitro-Bid 10mg/mL Injectable|Nitroglycerin|Nitro-Bid|Injectable|10mg/mL
nitro-bid-5mg-ml-injectable|Nitro-Bid 5mg/mL Injectable|Nitroglycerin|Nitro-Bid|Injectable|5mg/mL
nitro-dur-0-1mg-hr-film-extended-release|Nitro-Dur 0.1mg/HR Film, Extended Release|Nitroglycerin|Nitro-Dur|Film, Extended Release|0.1mg/HR
nitro-dur-0-2mg-hr-film-extended-release|Nitro-Dur 0.2mg/HR Film, Extended Release|Nitroglycerin|Nitro-Dur|Film, Extended Release|0.2mg/HR
nitro-dur-0-3mg-hr-film-extended-release|Nitro-Dur 0.3mg/HR Film, Extended Release|Nitroglycerin|Nitro-Dur|Film, Extended Release|0.3mg/HR
nitro-dur-0-4mg-hr-film-extended-release|Nitro-Dur 0.4mg/HR Film, Extended Release|Nitroglycerin|Nitro-Dur|Film, Extended Release|0.4mg/HR
nitro-dur-0-6mg-hr-film-extended-release|Nitro-Dur 0.6mg/HR Film, Extended Release|Nitroglycerin|Nitro-Dur|Film, Extended Release|0.6mg/HR
nitro-dur-0-8mg-hr-film-extended-release|Nitro-Dur 0.8mg/HR Film, Extended Release|Nitroglycerin|Nitro-Dur|Film, Extended Release|0.8mg/HR
nitrofurantoin-monohydrate-macrocrystals-75mg-25mg-capsule|Nitrofurantoin (monohydrate/Macrocrystals) 75mg / 25mg Capsule|Nitrofurantoin / Nitrofurantoin, Macrocrystalline|Nitrofurantoin (monohydrate/Macrocrystals)|Capsule|75mg / 25mg
nitrofurantoin-100mg-capsule|Nitrofurantoin 100mg Capsule|Nitrofurantoin, Macrocrystalline|Nitrofurantoin|Capsule|100mg
